header	seqid	accession	identity	evalue	sciname	taxids	taxonomy
>ERR2696999.548 10317.000093103_547 length=151 number of reps 147	ERR2696999.548	JX230365.1	100.0	1.7899999999999994e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696999.328 10317.000093103_327 length=151 number of reps 147	ERR2696999.328	MN474935.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.267 10317.000093103_266 length=151 number of reps 147	ERR2696999.267	CP036491.1	100.0	1.7899999999999994e-71	Bacteroides sp. A1C1	2528203	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. A1C1
>ERR2033470.6349 10317.000068175_6348 length=150 number of reps 147	ERR2033470.6349	KX970805.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.3516 10317.000068175_3515 length=150 number of reps 147	ERR2033470.3516	MN212477.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.273 10317.000050274_272 length=150 number of reps 147	ERR1842802.273	MT421943.1	99.333	2.96e-69	Citrobacter freundii	546	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii
>ERR1389836.1083 10317.000038305_1082 length=150 number of reps 147	ERR1389836.1083	MG241007.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1722 10317.000093103_1721 length=151 number of reps 146	ERR2696999.1722	MN474469.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019071.583 10317.000074586_582 length=151 number of reps 145	ERR4019071.583	JX230162.1	99.338	8.309999999999998e-70	uncultured Blautia sp.	765821	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;uncultured Blautia sp.
>ERR2696999.4418 10317.000093103_4417 length=151 number of reps 145	ERR2696999.4418	LR646166.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.3962 10317.000093103_3961 length=151 number of reps 145	ERR2696999.3962	LR699017.1	100.0	6.429999999999998e-71	Faecalibacterium prausnitzii	853	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR2696999.11960 10317.000093103_11959 length=151 number of reps 145	ERR2696999.11960	AP019739.1	100.0	1.7899999999999994e-71	Alistipes sp. 5CBH24	2585118	Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes communis
>ERR4019312.7503 10317.000107269_7502 length=151 number of reps 144	ERR4019312.7503	MG559119.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.1951 10317.000068175_1950 length=150 number of reps 144	ERR2033470.1951	JN883661.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.11411 10317.000093103_11410 length=151 number of reps 143	ERR2696999.11411	MT445128.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.611 10317.000038305_610 length=150 number of reps 143	ERR1389836.611	MK274834.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.355 10317.000050274_354 length=150 number of reps 141	ERR1842802.355	MH515849.1	100.0	6.369999999999999e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR4019312.98 10317.000107269_97 length=151 number of reps 140	ERR4019312.98	CP040443.1	100.0	1.7899999999999994e-71	Escherichia sp. E4742	2044467	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia sp. E4742
>ERR2696999.249 10317.000093103_248 length=151 number of reps 140	ERR2696999.249	MH292143.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.109 10317.000068175_108 length=150 number of reps 140	ERR2033470.109	KT927034.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.301 10317.000038305_300 length=150 number of reps 140	ERR1389836.301	MH468371.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.954 10317.000107269_953 length=151 number of reps 139	ERR4019312.954	KX632889.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.1270 10317.000068175_1269 length=150 number of reps 139	ERR2033470.1270	JN612412.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.21553 10317.000093103_21552 length=151 number of reps 138	ERR2696999.21553	JX230374.1	100.0	1.7899999999999994e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696999.17292 10317.000093103_17291 length=151 number of reps 138	ERR2696999.17292	MH570035.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.12092 10317.000093103_12091 length=151 number of reps 138	ERR2696999.12092	KP811703.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2313969.4 10317.000038160_3 length=151 number of reps 138	ERR2313969.4	MT509550.1	100.0	6.429999999999998e-71	Raoultella ornithinolytica	54291	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Raoultella;Raoultella ornithinolytica
>ERR2696999.478 10317.000093103_477 length=151 number of reps 136	ERR2696999.478	HQ758999.1	100.0	1.7899999999999994e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696999.4369 10317.000093103_4368 length=151 number of reps 136	ERR2696999.4369	LR650618.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.29 10317.000038305_28 length=150 number of reps 135	ERR1389836.29	MH761645.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.3311 10317.000107269_3310 length=151 number of reps 134	ERR4019312.3311	LC261691.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.98 10317.000093103_97 length=151 number of reps 134	ERR2696999.98	MH291865.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.1076 10317.000093103_1075 length=151 number of reps 134	ERR2696999.1076	MG702957.1	100.0	1.7899999999999994e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR1842802.5586 10317.000050274_5585 length=150 number of reps 134	ERR1842802.5586	LR636143.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.18734 10317.000050274_18733 length=150 number of reps 134	ERR1842802.18734	MH228452.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.12832 10317.000050274_12831 length=150 number of reps 134	ERR1842802.12832	MF364912.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019280.634 10317.000105372_633 length=151 number of reps 133	ERR4019280.634	KC304198.1	99.338	8.309999999999998e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.6472 10317.000093103_6471 length=151 number of reps 133	ERR2696999.6472	MN212470.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.2059 10317.000050274_2058 length=150 number of reps 133	ERR1842802.2059	KT924959.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1315996.251 10317.000033728_250 length=150 number of reps 133	ERR1315996.251	FJ505174.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697882.3292 10317.000097473_3291 length=151 number of reps 132	ERR2697882.3292	MT522611.1	99.338	8.309999999999998e-70	Pseudomonas sp.	306	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp.
>ERR2696999.85 10317.000093103_84 length=151 number of reps 132	ERR2696999.85	KY671495.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.6001 10317.000093103_6000 length=151 number of reps 132	ERR2696999.6001	MF363808.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.17697 10317.000093103_17696 length=151 number of reps 132	ERR2696999.17697	GU240746.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2314251.236 10317.000069651_235 length=151 number of reps 132	ERR2314251.236	LR135593.1	100.0	8.309999999999998e-70	Morganella morganii	582	Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Morganella morganii
>ERR2033470.104 10317.000068175_103 length=150 number of reps 132	ERR2033470.104	GU101073.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.528 10317.000093103_527 length=151 number of reps 131	ERR2696999.528	KM122946.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.391 10317.000093103_390 length=151 number of reps 131	ERR2696999.391	LR640736.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.27481 10317.000093103_27480 length=151 number of reps 130	ERR2696999.27481	HQ748899.1	100.0	1.7899999999999994e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2304099.14025 10317.000079833_14024 length=151 number of reps 130	ERR2304099.14025	EF404505.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.868 10317.000107269_867 length=151 number of reps 129	ERR4019312.868	KM499151.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.5907 10317.000107269_5906 length=151 number of reps 129	ERR4019312.5907	LR654642.1	99.338	8.309999999999998e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.49 10317.000075933_48 length=151 number of reps 129	ERR2696475.49	KC302838.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523964.2041 10317.000076672_2040 length=151 number of reps 129	ERR2523964.2041	GQ159328.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2314217.7657 10317.000069002_7656 length=151 number of reps 129	ERR2314217.7657	KP181657.1	100.0	1.7899999999999994e-71	uncultured Klebsiella sp.	284011	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;uncultured Klebsiella sp.
>ERR2033470.45 10317.000068175_44 length=150 number of reps 129	ERR2033470.45	KU467712.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032698.20431 10317.000047463_20430 length=150 number of reps 129	ERR2032698.20431	EU533288.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1315996.612 10317.000033728_611 length=150 number of reps 129	ERR1315996.612	KF865402.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.520 10317.000107269_519 length=151 number of reps 128	ERR4019312.520	HQ759041.1	100.0	1.7899999999999994e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2697993.39 10317.000098679_38 length=151 number of reps 128	ERR2697993.39	KU120843.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.6049 10317.000075933_6048 length=151 number of reps 128	ERR2696475.6049	KX653433.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.57 10317.000050274_56 length=150 number of reps 128	ERR1842802.57				uncultured bacterium		
>ERR1842802.20959 10317.000050274_20958 length=150 number of reps 128	ERR1842802.20959				uncultured bacterium		
>ERR4019312.1511 10317.000107269_1510 length=151 number of reps 127	ERR4019312.1511				uncultured bacterium		
>ERR2697882.22265 10317.000097473_22264 length=151 number of reps 127	ERR2697882.22265				uncultured bacterium		
>ERR2696999.6214 10317.000093103_6213 length=151 number of reps 127	ERR2696999.6214				uncultured bacterium		
>ERR2313969.24292 10317.000038160_24291 length=151 number of reps 127	ERR2313969.24292				uncultured bacterium		
>ERR2696999.1225 10317.000093103_1224 length=151 number of reps 126	ERR2696999.1225				uncultured bacterium		
>ERR2304099.2040 10317.000079833_2039 length=151 number of reps 126	ERR2304099.2040				uncultured bacterium		
>ERR2696999.12523 10317.000093103_12522 length=151 number of reps 125	ERR2696999.12523				uncultured bacterium		
>ERR2696475.1561 10317.000075933_1560 length=151 number of reps 125	ERR2696475.1561				uncultured bacterium		
>ERR1842802.15475 10317.000050274_15474 length=150 number of reps 125	ERR1842802.15475				uncultured bacterium		
>ERR4019312.534 10317.000107269_533 length=151 number of reps 124	ERR4019312.534				uncultured bacterium		
>ERR2696475.851 10317.000075933_850 length=151 number of reps 124	ERR2696475.851				uncultured bacterium		
>ERR1389836.1523 10317.000038305_1522 length=150 number of reps 124	ERR1389836.1523				uncultured bacterium		
>ERR4019312.240 10317.000107269_239 length=151 number of reps 123	ERR4019312.240				uncultured bacterium		
>ERR1597056.25 10317.000042630_24 length=150 number of reps 123	ERR1597056.25				uncultured bacterium		
>ERR4019312.8007 10317.000107269_8006 length=151 number of reps 122	ERR4019312.8007				uncultured bacterium		
>ERR4019312.3609 10317.000107269_3608 length=151 number of reps 122	ERR4019312.3609				uncultured bacterium		
>ERR4018975.184 10317.000069197_183 length=151 number of reps 122	ERR4018975.184				uncultured bacterium		
>ERR2696999.6010 10317.000093103_6009 length=151 number of reps 122	ERR2696999.6010				uncultured bacterium		
>ERR2696999.17900 10317.000093103_17899 length=151 number of reps 122	ERR2696999.17900				uncultured bacterium		
>ERR2696999.16594 10317.000093103_16593 length=151 number of reps 122	ERR2696999.16594				uncultured bacterium		
>ERR2523964.351 10317.000076672_350 length=151 number of reps 122	ERR2523964.351				uncultured bacterium		
>ERR2033470.1854 10317.000068175_1853 length=150 number of reps 122	ERR2033470.1854				uncultured bacterium		
>ERR2033470.1251 10317.000068175_1250 length=150 number of reps 122	ERR2033470.1251				uncultured bacterium		
>ERR4019312.2441 10317.000107269_2440 length=151 number of reps 121	ERR4019312.2441				uncultured bacterium		
>ERR2696999.987 10317.000093103_986 length=151 number of reps 121	ERR2696999.987				uncultured bacterium		
>ERR2696999.26717 10317.000093103_26716 length=151 number of reps 121	ERR2696999.26717				uncultured bacterium		
>ERR2523933.16 10317.000075909_15 length=151 number of reps 121	ERR2523933.16				uncultured bacterium		
>ERR2696999.2646 10317.000093103_2645 length=151 number of reps 120	ERR2696999.2646				uncultured bacterium		
>ERR4019312.1453 10317.000107269_1452 length=151 number of reps 119	ERR4019312.1453				uncultured bacterium		
>ERR2697902.191 10317.000097663_190 length=151 number of reps 119	ERR2697902.191				uncultured bacterium		
>ERR2033470.257 10317.000068175_256 length=150 number of reps 119	ERR2033470.257				uncultured bacterium		
>ERR1842802.2364 10317.000050274_2363 length=150 number of reps 119	ERR1842802.2364				uncultured bacterium		
>ERR1389836.204 10317.000038305_203 length=150 number of reps 119	ERR1389836.204				uncultured bacterium		
>ERR4019312.18 10317.000107269_17 length=151 number of reps 118	ERR4019312.18				uncultured bacterium		
>ERR4019312.1541 10317.000107269_1540 length=151 number of reps 118	ERR4019312.1541				uncultured bacterium		
>ERR4018975.1995 10317.000069197_1994 length=151 number of reps 118	ERR4018975.1995				uncultured bacterium		
>ERR2696591.1890 10317.000092754_1889 length=151 number of reps 118	ERR2696591.1890				uncultured bacterium		
>ERR4018975.10567 10317.000069197_10566 length=151 number of reps 117	ERR4018975.10567				uncultured bacterium		
>ERR2697882.5865 10317.000097473_5864 length=151 number of reps 117	ERR2697882.5865				uncultured bacterium		
>ERR2523933.31 10317.000075909_30 length=151 number of reps 117	ERR2523933.31				uncultured bacterium		
>ERR2313969.21362 10317.000038160_21361 length=151 number of reps 117	ERR2313969.21362				uncultured bacterium		
>ERR4019312.8604 10317.000107269_8603 length=151 number of reps 116	ERR4019312.8604				uncultured bacterium		
>ERR2697902.635 10317.000097663_634 length=151 number of reps 116	ERR2697902.635				uncultured bacterium		
>ERR2696999.3175 10317.000093103_3174 length=151 number of reps 116	ERR2696999.3175				uncultured bacterium		
>ERR2696999.10174 10317.000093103_10173 length=151 number of reps 116	ERR2696999.10174				uncultured bacterium		
>ERR4019312.1620 10317.000107269_1619 length=151 number of reps 115	ERR4019312.1620				uncultured bacterium		
>ERR2696999.18550 10317.000093103_18549 length=151 number of reps 115	ERR2696999.18550				uncultured bacterium		
>ERR2696999.1222 10317.000093103_1221 length=151 number of reps 115	ERR2696999.1222				uncultured bacterium		
>ERR2696999.664 10317.000093103_663 length=151 number of reps 114	ERR2696999.664				uncultured bacterium		
>ERR4019312.331 10317.000107269_330 length=151 number of reps 113	ERR4019312.331				uncultured bacterium		
>ERR4019312.3278 10317.000107269_3277 length=151 number of reps 113	ERR4019312.3278				uncultured bacterium		
>ERR4019312.1811 10317.000107269_1810 length=151 number of reps 113	ERR4019312.1811				uncultured bacterium		
>ERR4019279.31 10317.000105371_30 length=151 number of reps 113	ERR4019279.31				uncultured bacterium		
>ERR2697882.42 10317.000097473_41 length=151 number of reps 113	ERR2697882.42				uncultured bacterium		
>ERR2033470.2962 10317.000068175_2961 length=150 number of reps 113	ERR2033470.2962				uncultured bacterium		
>ERR1842802.1478 10317.000050274_1477 length=150 number of reps 113	ERR1842802.1478				uncultured bacterium		
>ERR1597056.19374 10317.000042630_19373 length=150 number of reps 113	ERR1597056.19374				uncultured bacterium		
>ERR4019312.2156 10317.000107269_2155 length=151 number of reps 112	ERR4019312.2156				uncultured bacterium		
>ERR2696999.3260 10317.000093103_3259 length=151 number of reps 112	ERR2696999.3260				uncultured bacterium		
>ERR2696999.19548 10317.000093103_19547 length=151 number of reps 112	ERR2696999.19548				uncultured bacterium		
>ERR2696999.10613 10317.000093103_10612 length=151 number of reps 112	ERR2696999.10613				uncultured bacterium		
>ERR2313969.370 10317.000038160_369 length=151 number of reps 112	ERR2313969.370				uncultured bacterium		
>ERR2696999.2065 10317.000093103_2064 length=151 number of reps 111	ERR2696999.2065				uncultured bacterium		
>ERR2696591.28 10317.000092754_27 length=151 number of reps 111	ERR2696591.28				uncultured bacterium		
>ERR4018975.6486 10317.000069197_6485 length=151 number of reps 110	ERR4018975.6486				uncultured bacterium		
>ERR2696999.768 10317.000093103_767 length=149 number of reps 110	ERR2696999.768	KY281322.1	100.0	2.2699999999999994e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696475.455 10317.000075933_454 length=151 number of reps 110	ERR2696475.455	KC302008.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2313969.18577 10317.000038160_18576 length=151 number of reps 110	ERR2313969.18577	KR653314.1	100.0	1.7899999999999994e-71	Raoultella ornithinolytica	54291	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Raoultella;Raoultella ornithinolytica
>ERR1389836.935 10317.000038305_934 length=150 number of reps 110	ERR1389836.935	FP079207.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.705 10317.000107269_704 length=151 number of reps 109	ERR4019312.705	CP051692.1	100.0	2.3099999999999995e-70	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2696999.3684 10317.000093103_3683 length=151 number of reps 109	ERR2696999.3684	MN212496.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.19787 10317.000093103_19786 length=151 number of reps 109	ERR2696999.19787	MT491082.1	100.0	6.429999999999998e-71	Bifidobacterium longum	216816	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum
>ERR2033470.4449 10317.000068175_4448 length=150 number of reps 109	ERR2033470.4449	MN212432.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.78 10317.000050274_77 length=150 number of reps 109	ERR1842802.78	HQ758999.1	100.0	6.369999999999999e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR1597056.5859 10317.000042630_5858 length=150 number of reps 109	ERR1597056.5859	KP804558.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.2458 10317.000107269_2457 length=151 number of reps 108	ERR4019312.2458	KJ422395.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.15706 10317.000107269_15705 length=151 number of reps 108	ERR4019312.15706	AY977352.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2033470.1024 10317.000068175_1023 length=150 number of reps 108	ERR2033470.1024	MH761572.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1842802.7712 10317.000050274_7711 length=150 number of reps 108	ERR1842802.7712	MH291839.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.928 10317.000107269_927 length=151 number of reps 107	ERR4019312.928	KT926394.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.4181 10317.000107269_4180 length=151 number of reps 107	ERR4019312.4181	KM812627.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.9141 10317.000093103_9140 length=151 number of reps 107	ERR2696999.9141	JN612366.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.21745 10317.000093103_21744 length=151 number of reps 107	ERR2696999.21745	KT928356.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.949 10317.000107269_948 length=151 number of reps 106	ERR4019312.949	CP025840.1	100.0	1.7899999999999994e-71	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR4019312.7064 10317.000107269_7063 length=151 number of reps 106	ERR4019312.7064	KX505001.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.2206 10317.000107269_2205 length=151 number of reps 106	ERR4019312.2206	MT115975.1	100.0	1.7899999999999994e-71	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR4018975.258 10317.000069197_257 length=151 number of reps 106	ERR4018975.258	LR130544.1	100.0	1.7899999999999994e-71	Klebsiella variicola	244366	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella variicola
>ERR2697902.1970 10317.000097663_1969 length=151 number of reps 106	ERR2697902.1970	DQ806228.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.394 10317.000107269_393 length=151 number of reps 105	ERR4019312.394	MN841906.1	100.0	6.429999999999998e-71	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR2696999.2625 10317.000093103_2624 length=151 number of reps 105	ERR2696999.2625	MF363938.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1389836.15013 10317.000038305_15012 length=150 number of reps 105	ERR1389836.15013	LR638955.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.84 10317.000107269_83 length=151 number of reps 104	ERR4019312.84	MT516170.1	99.338	8.309999999999998e-70	Escherichia fergusonii	564	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii
>ERR4019312.5114 10317.000107269_5113 length=151 number of reps 104	ERR4019312.5114	HQ791289.1	100.0	1.7899999999999994e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR4019312.3163 10317.000107269_3162 length=151 number of reps 104	ERR4019312.3163	KX097228.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019312.1829 10317.000107269_1828 length=151 number of reps 104	ERR4019312.1829	KM499057.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696999.3024 10317.000093103_3023 length=151 number of reps 104	ERR2696999.3024	MT525224.1	100.0	1.7899999999999994e-71	Lactobacillus plantarum	1590	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus plantarum
>ERR2033470.2168 10317.000068175_2167 length=150 number of reps 104	ERR2033470.2168	LT674860.1	100.0	6.369999999999999e-71	uncultured Tissierellaceae bacterium	1841660	Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;NaN;uncultured Tissierellaceae bacterium
>ERR2313969.5180 10317.000038160_5179 length=151 number of reps 103	ERR2313969.5180	MT509550.1	99.338	8.309999999999998e-70	Raoultella ornithinolytica	54291	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Raoultella;Raoultella ornithinolytica
